term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],pressure_column
Intercept,2.7718057032097407,0.602994382633625,4.596735530277518,4.291617908629081e-06,1.589958430367871,3.95365297605161,pressure_true
C(persona_name)[T.loss_averse],2.1339089543401,0.6543927666162757,3.2608993607525414,0.001110594504904587,0.8513227000286749,3.4164952086515257,pressure_true
C(persona_name)[T.neutral],-0.01222159432209908,0.6280589094694046,-0.019459312076989883,0.9844746951505859,-1.2431944370516343,1.218751248407436,pressure_true
C(persona_name)[T.risk_seeking],1.4843994022596148,0.6440890963440821,2.3046491714969606,0.02118622971678794,0.2220079705902649,2.746790833928965,pressure_true
pressure_true,-0.0618297921485489,0.09437508148400232,-0.6551495498208366,0.5123714725051943,-0.24680155289522637,0.12314196859812859,pressure_true
selector_capability,-27.748485870566384,3.9488211833018436,-7.027030240798148,2.1097565466101994e-12,-35.48803317122684,-20.00893856990593,pressure_true
